dup1,dup2,type
Zm00001eb260420,Zm00001eb174160,SD
Zm00001eb280380,Zm00001eb253500,SD
Zm00001eb280380,Zm00001eb189940,SD
Zm00001eb111550,Zm00001eb195280,SD
Zm00001eb078170,Zm00001eb425970,SD
Zm00001eb078170,Zm00001eb184560,SD
Zm00001eb078170,Zm00001eb246990,SD
Zm00001eb425970,Zm00001eb184560,SD
Zm00001eb425970,Zm00001eb246990,SD
Zm00001eb273100,Zm00001eb226640,SD
Zm00001eb268840,Zm00001eb209950,SD
Zm00001eb044360,Zm00001eb220870,SD
Zm00001eb368190,Zm00001eb148740,SD
Zm00001eb278740,Zm00001eb373630,SD
Zm00001eb019050,Zm00001eb392550,SD
Zm00001eb374840,Zm00001eb192290,SD
Zm00001eb218730,Zm00001eb050660,SD
Zm00001eb218730,Zm00001eb031670,SD
Zm00001eb050660,Zm00001eb136060,SD
Zm00001eb050660,Zm00001eb031670,SD
Zm00001eb103990,Zm00001eb331700,SD
Zm00001eb343930,Zm00001eb296100,SD
Zm00001eb343930,Zm00001eb157580,SD
Zm00001eb343930,Zm00001eb359640,SD
Zm00001eb281160,Zm00001eb381020,SD
Zm00001eb122860,Zm00001eb336760,SD
Zm00001eb122860,Zm00001eb283150,SD
Zm00001eb192680,Zm00001eb257510,SD
Zm00001eb136060,Zm00001eb031670,SD
Zm00001eb224940,Zm00001eb025020,SD
Zm00001eb240330,Zm00001eb205350,SD
Zm00001eb033110,Zm00001eb134080,SD
Zm00001eb089580,Zm00001eb418880,SD
Zm00001eb397790,Zm00001eb012140,SD
Zm00001eb385250,Zm00001eb205230,SD
Zm00001eb238050,Zm00001eb204050,SD
Zm00001eb238050,Zm00001eb382900,SD
Zm00001eb104260,Zm00001eb320950,SD
Zm00001eb342080,Zm00001eb162700,SD
Zm00001eb296100,Zm00001eb157580,SD
Zm00001eb296100,Zm00001eb359640,SD
Zm00001eb378680,Zm00001eb269330,SD
Zm00001eb000880,Zm00001eb043580,SD
Zm00001eb327420,Zm00001eb109130,SD
Zm00001eb327420,Zm00001eb019590,SD
Zm00001eb379530,Zm00001eb268420,SD
Zm00001eb021170,Zm00001eb404680,SD
Zm00001eb339080,Zm00001eb119440,SD
Zm00001eb329690,Zm00001eb110720,SD
Zm00001eb202800,Zm00001eb103810,SD
Zm00001eb159350,Zm00001eb358720,SD
Zm00001eb431350,Zm00001eb070050,SD
Zm00001eb431350,Zm00001eb171720,SD
Zm00001eb431350,Zm00001eb413140,SD
Zm00001eb428840,Zm00001eb250370,SD
Zm00001eb084160,Zm00001eb242610,SD
Zm00001eb219420,Zm00001eb049600,SD
Zm00001eb007030,Zm00001eb401260,SD
Zm00001eb398060,Zm00001eb011630,SD
Zm00001eb337940,Zm00001eb120420,SD
Zm00001eb157580,Zm00001eb359640,SD
Zm00001eb102840,Zm00001eb318590,SD
Zm00001eb245950,Zm00001eb079700,SD
Zm00001eb012880,Zm00001eb148720,SD
Zm00001eb369770,Zm00001eb352780,SD
Zm00001eb265200,Zm00001eb354950,SD
Zm00001eb197530,Zm00001eb083570,SD
Zm00001eb331960,Zm00001eb103810,SD
Zm00001eb318030,Zm00001eb037010,SD
Zm00001eb014970,Zm00001eb395950,SD
Zm00001eb284360,Zm00001eb350340,SD
Zm00001eb148790,Zm00001eb351610,SD
Zm00001eb315400,Zm00001eb038400,SD
Zm00001eb235400,Zm00001eb205540,SD
Zm00001eb059990,Zm00001eb213380,SD
Zm00001eb218410,Zm00001eb052870,SD
Zm00001eb070050,Zm00001eb413140,SD
Zm00001eb226820,Zm00001eb272950,SD
Zm00001eb095660,Zm00001eb307320,SD
Zm00001eb188050,Zm00001eb251590,SD
Zm00001eb297070,Zm00001eb344700,SD
Zm00001eb112080,Zm00001eb331630,SD
Zm00001eb048000,Zm00001eb223050,SD
Zm00001eb343980,Zm00001eb296160,SD
Zm00001eb360910,Zm00001eb155750,SD
Zm00001eb382900,Zm00001eb204050,SD
Zm00001eb257160,Zm00001eb374080,SD
Zm00001eb257160,Zm00001eb278480,SD
Zm00001eb430810,Zm00001eb070910,SD
Zm00001eb430810,Zm00001eb413730,SD
Zm00001eb040940,Zm00001eb177020,SD
Zm00001eb040940,Zm00001eb257510,SD
Zm00001eb069460,Zm00001eb431610,SD
Zm00001eb410840,Zm00001eb137800,SD
Zm00001eb392710,Zm00001eb019250,SD
Zm00001eb392710,Zm00001eb327640,SD
Zm00001eb044280,Zm00001eb220840,SD
Zm00001eb037010,Zm00001eb175550,SD
Zm00001eb153090,Zm00001eb371030,SD
Zm00001eb368920,Zm00001eb149610,SD
Zm00001eb251630,Zm00001eb188160,SD
Zm00001eb010790,Zm00001eb398530,SD
Zm00001eb364230,Zm00001eb085350,SD
Zm00001eb364470,Zm00001eb143240,SD
Zm00001eb364470,Zm00001eb085760,SD
Zm00001eb227150,Zm00001eb232100,SD
Zm00001eb368270,Zm00001eb148860,SD
Zm00001eb355080,Zm00001eb265290,SD
Zm00001eb066640,Zm00001eb433460,SD
Zm00001eb143240,Zm00001eb085760,SD
Zm00001eb056350,Zm00001eb215430,SD
Zm00001eb300880,Zm00001eb060390,SD
Zm00001eb406310,Zm00001eb163960,SD
Zm00001eb325590,Zm00001eb107730,SD
Zm00001eb375490,Zm00001eb271680,SD
Zm00001eb186240,Zm00001eb248950,SD
Zm00001eb275630,Zm00001eb387750,SD
Zm00001eb037420,Zm00001eb198460,SD
Zm00001eb137900,Zm00001eb264470,SD
Zm00001eb363810,Zm00001eb142540,SD
Zm00001eb222570,Zm00001eb047170,SD
Zm00001eb222570,Zm00001eb403110,SD
Zm00001eb222570,Zm00001eb004170,SD
Zm00001eb047170,Zm00001eb403110,SD
Zm00001eb047170,Zm00001eb004170,SD
Zm00001eb131510,Zm00001eb341010,SD
Zm00001eb374440,Zm00001eb278360,SD
Zm00001eb289360,Zm00001eb348770,SD
Zm00001eb357140,Zm00001eb160200,SD
Zm00001eb051370,Zm00001eb219020,SD
Zm00001eb148290,Zm00001eb012280,SD
Zm00001eb148290,Zm00001eb397720,SD
Zm00001eb181960,Zm00001eb243450,SD
Zm00001eb322310,Zm00001eb105670,SD
Zm00001eb035390,Zm00001eb174530,SD
Zm00001eb139410,Zm00001eb202450,SD
Zm00001eb228120,Zm00001eb272290,SD
Zm00001eb212750,Zm00001eb302390,SD
Zm00001eb163960,Zm00001eb195220,SD
Zm00001eb152050,Zm00001eb292520,SD
Zm00001eb004170,Zm00001eb403110,SD
Zm00001eb082760,Zm00001eb422560,SD
Zm00001eb070910,Zm00001eb413730,SD
Zm00001eb258520,Zm00001eb191650,SD
Zm00001eb365610,Zm00001eb144430,SD
Zm00001eb421870,Zm00001eb084110,SD
Zm00001eb212740,Zm00001eb061190,SD
Zm00001eb413140,Zm00001eb171720,SD
Zm00001eb400100,Zm00001eb008700,SD
Zm00001eb162370,Zm00001eb356610,SD
Zm00001eb061990,Zm00001eb212390,SD
Zm00001eb327640,Zm00001eb019250,SD
Zm00001eb142310,Zm00001eb363540,SD
Zm00001eb216680,Zm00001eb054410,SD
Zm00001eb031220,Zm00001eb135590,SD
Zm00001eb185690,Zm00001eb248440,SD
Zm00001eb185690,Zm00001eb075850,SD
Zm00001eb185690,Zm00001eb427140,SD
Zm00001eb358420,Zm00001eb159570,SD
Zm00001eb358420,Zm00001eb344970,SD
Zm00001eb174640,Zm00001eb035710,SD
Zm00001eb315880,Zm00001eb199230,SD
Zm00001eb055750,Zm00001eb215790,SD
Zm00001eb321710,Zm00001eb105290,SD
Zm00001eb159570,Zm00001eb344970,SD
Zm00001eb016160,Zm00001eb330610,SD
Zm00001eb208140,Zm00001eb232070,SD
Zm00001eb208140,Zm00001eb227150,SD
Zm00001eb184560,Zm00001eb246990,SD
Zm00001eb064410,Zm00001eb210840,SD
Zm00001eb329740,Zm00001eb110730,SD
Zm00001eb329740,Zm00001eb017280,SD
Zm00001eb329740,Zm00001eb394480,SD
Zm00001eb316620,Zm00001eb034840,SD
Zm00001eb157070,Zm00001eb360130,SD
Zm00001eb243060,Zm00001eb083520,SD
Zm00001eb429280,Zm00001eb249930,SD
Zm00001eb429280,Zm00001eb074290,SD
Zm00001eb209970,Zm00001eb229340,SD
Zm00001eb209970,Zm00001eb269160,SD
Zm00001eb360180,Zm00001eb157010,SD
Zm00001eb360180,Zm00001eb295670,SD
Zm00001eb041980,Zm00001eb179160,SD
Zm00001eb199730,Zm00001eb034650,SD
Zm00001eb361760,Zm00001eb154420,SD
Zm00001eb102610,Zm00001eb318210,SD
Zm00001eb429200,Zm00001eb073990,SD
Zm00001eb429200,Zm00001eb250180,SD
Zm00001eb256960,Zm00001eb193100,SD
Zm00001eb256960,Zm00001eb314120,SD
Zm00001eb099080,Zm00001eb311840,SD
Zm00001eb374240,Zm00001eb192750,SD
Zm00001eb427140,Zm00001eb075850,SD
Zm00001eb427140,Zm00001eb248440,SD
Zm00001eb233540,Zm00001eb206880,SD
Zm00001eb233540,Zm00001eb389210,SD
Zm00001eb233540,Zm00001eb274700,SD
Zm00001eb278480,Zm00001eb374080,SD
Zm00001eb066110,Zm00001eb433820,SD
Zm00001eb192720,Zm00001eb099810,SD
Zm00001eb390970,Zm00001eb023690,SD
Zm00001eb427630,Zm00001eb075250,SD
Zm00001eb427630,Zm00001eb248900,SD
Zm00001eb427630,Zm00001eb186200,SD
Zm00001eb078350,Zm00001eb425860,SD
Zm00001eb073990,Zm00001eb250180,SD
Zm00001eb075850,Zm00001eb248440,SD
Zm00001eb247110,Zm00001eb426080,SD
Zm00001eb043580,Zm00001eb220250,SD
Zm00001eb325470,Zm00001eb107610,SD
Zm00001eb141980,Zm00001eb363430,SD
Zm00001eb225720,Zm00001eb207720,SD
Zm00001eb302800,Zm00001eb116310,SD
Zm00001eb302800,Zm00001eb212640,SD
Zm00001eb160600,Zm00001eb357330,SD
Zm00001eb410440,Zm00001eb137610,SD
Zm00001eb401720,Zm00001eb006080,SD
Zm00001eb389210,Zm00001eb274700,SD
Zm00001eb419690,Zm00001eb087930,SD
Zm00001eb269310,Zm00001eb378690,SD
Zm00001eb218470,Zm00001eb032220,SD
Zm00001eb407660,Zm00001eb202450,SD
Zm00001eb206880,Zm00001eb274700,SD
Zm00001eb176670,Zm00001eb314840,SD
Zm00001eb040700,Zm00001eb313820,SD
Zm00001eb116310,Zm00001eb212640,SD
Zm00001eb400410,Zm00001eb029730,SD
Zm00001eb315710,Zm00001eb101250,SD
Zm00001eb272780,Zm00001eb231880,SD
Zm00001eb431180,Zm00001eb070360,SD
Zm00001eb189420,Zm00001eb252930,SD
Zm00001eb388260,Zm00001eb275770,SD
Zm00001eb371190,Zm00001eb293660,SD
Zm00001eb110730,Zm00001eb017280,SD
Zm00001eb110730,Zm00001eb394480,SD
Zm00001eb348590,Zm00001eb366650,SD
Zm00001eb075250,Zm00001eb248900,SD
Zm00001eb075250,Zm00001eb186200,SD
Zm00001eb253500,Zm00001eb189940,SD
Zm00001eb084600,Zm00001eb421580,SD
Zm00001eb145640,Zm00001eb366110,SD
Zm00001eb321870,Zm00001eb105360,SD
Zm00001eb252120,Zm00001eb382320,SD
Zm00001eb135750,Zm00001eb031310,SD
Zm00001eb135750,Zm00001eb050860,SD
Zm00001eb387010,Zm00001eb234390,SD
Zm00001eb159640,Zm00001eb358380,SD
Zm00001eb173380,Zm00001eb261520,SD
Zm00001eb044780,Zm00001eb221150,SD
Zm00001eb059840,Zm00001eb299950,SD
Zm00001eb351990,Zm00001eb290510,SD
Zm00001eb357010,Zm00001eb160490,SD
Zm00001eb007090,Zm00001eb400490,SD
Zm00001eb075420,Zm00001eb427510,SD
Zm00001eb103410,Zm00001eb319520,SD
Zm00001eb099960,Zm00001eb313820,SD
Zm00001eb215280,Zm00001eb056500,SD
Zm00001eb396040,Zm00001eb014780,SD
Zm00001eb379150,Zm00001eb268740,SD
Zm00001eb247540,Zm00001eb077310,SD
Zm00001eb314920,Zm00001eb100810,SD
Zm00001eb206510,Zm00001eb234390,SD
Zm00001eb419810,Zm00001eb088180,SD
Zm00001eb340640,Zm00001eb131090,SD
Zm00001eb340640,Zm00001eb129970,SD
Zm00001eb355580,Zm00001eb266320,SD
Zm00001eb205510,Zm00001eb385730,SD
Zm00001eb150160,Zm00001eb291310,SD
Zm00001eb150160,Zm00001eb352310,SD
Zm00001eb032290,Zm00001eb052750,SD
Zm00001eb032290,Zm00001eb218320,SD
Zm00001eb079940,Zm00001eb424740,SD
Zm00001eb218320,Zm00001eb052750,SD
Zm00001eb348840,Zm00001eb288580,SD
Zm00001eb429900,Zm00001eb072310,SD
Zm00001eb387520,Zm00001eb275550,SD
Zm00001eb387520,Zm00001eb234920,SD
Zm00001eb061880,Zm00001eb303190,SD
Zm00001eb281840,Zm00001eb375040,SD
Zm00001eb102800,Zm00001eb318630,SD
Zm00001eb102800,Zm00001eb037300,SD
Zm00001eb402340,Zm00001eb005370,SD
Zm00001eb148720,Zm00001eb368160,SD
Zm00001eb345060,Zm00001eb358210,SD
Zm00001eb295010,Zm00001eb342970,SD
Zm00001eb246700,Zm00001eb078520,SD
Zm00001eb302670,Zm00001eb116420,SD
Zm00001eb302670,Zm00001eb061290,SD
Zm00001eb187850,Zm00001eb251350,SD
Zm00001eb275550,Zm00001eb234920,SD
Zm00001eb267610,Zm00001eb356240,SD
Zm00001eb000920,Zm00001eb043420,SD
Zm00001eb251350,Zm00001eb430050,SD
Zm00001eb054650,Zm00001eb216520,SD
Zm00001eb160430,Zm00001eb357100,SD
Zm00001eb019590,Zm00001eb109130,SD
Zm00001eb405150,Zm00001eb163440,SD
Zm00001eb254950,Zm00001eb194380,SD
Zm00001eb206420,Zm00001eb234640,SD
Zm00001eb058410,Zm00001eb214220,SD
Zm00001eb139400,Zm00001eb407650,SD
Zm00001eb273690,Zm00001eb224550,SD
Zm00001eb260560,Zm00001eb174030,SD
Zm00001eb215130,Zm00001eb056860,SD
Zm00001eb365010,Zm00001eb143670,SD
Zm00001eb028510,Zm00001eb136940,SD
Zm00001eb322350,Zm00001eb105690,SD
Zm00001eb288330,Zm00001eb145500,SD
Zm00001eb245640,Zm00001eb183390,SD
Zm00001eb245640,Zm00001eb424720,SD
Zm00001eb161420,Zm00001eb357760,SD
Zm00001eb217900,Zm00001eb052460,SD
Zm00001eb085570,Zm00001eb421010,SD
Zm00001eb035540,Zm00001eb174570,SD
Zm00001eb089670,Zm00001eb418990,SD
Zm00001eb192580,Zm00001eb257600,SD
Zm00001eb029530,Zm00001eb400210,SD
Zm00001eb156740,Zm00001eb360390,SD
Zm00001eb185290,Zm00001eb247720,SD
Zm00001eb216910,Zm00001eb053870,SD
Zm00001eb288910,Zm00001eb348320,SD
Zm00001eb006570,Zm00001eb401530,SD
Zm00001eb233880,Zm00001eb389050,SD
Zm00001eb335110,Zm00001eb125430,SD
Zm00001eb342340,Zm00001eb294280,SD
Zm00001eb064480,Zm00001eb210790,SD
Zm00001eb038540,Zm00001eb175610,SD
Zm00001eb211400,Zm00001eb063300,SD
Zm00001eb055050,Zm00001eb216210,SD
Zm00001eb418160,Zm00001eb354170,SD
Zm00001eb162250,Zm00001eb356690,SD
Zm00001eb018610,Zm00001eb392330,SD
Zm00001eb018610,Zm00001eb327960,SD
Zm00001eb273040,Zm00001eb226730,SD
Zm00001eb258820,Zm00001eb191510,SD
Zm00001eb043420,Zm00001eb220060,SD
Zm00001eb253230,Zm00001eb316070,SD
Zm00001eb012350,Zm00001eb062680,SD
Zm00001eb105840,Zm00001eb322540,SD
Zm00001eb251290,Zm00001eb187750,SD
Zm00001eb207870,Zm00001eb232500,SD
Zm00001eb201440,Zm00001eb408320,SD
Zm00001eb258330,Zm00001eb191920,SD
Zm00001eb017280,Zm00001eb394480,SD
Zm00001eb150680,Zm00001eb369480,SD
Zm00001eb089630,Zm00001eb418950,SD
Zm00001eb149270,Zm00001eb351960,SD
Zm00001eb399030,Zm00001eb010280,SD
Zm00001eb391540,Zm00001eb023140,SD
Zm00001eb084450,Zm00001eb242380,SD
Zm00001eb006270,Zm00001eb401630,SD
Zm00001eb006270,Zm00001eb327580,SD
Zm00001eb295830,Zm00001eb157270,SD
Zm00001eb034080,Zm00001eb199560,SD
Zm00001eb205200,Zm00001eb385210,SD
Zm00001eb085350,Zm00001eb421150,SD
Zm00001eb330730,Zm00001eb111590,SD
Zm00001eb330730,Zm00001eb015970,SD
Zm00001eb330730,Zm00001eb395190,SD
Zm00001eb010160,Zm00001eb399110,SD
Zm00001eb153370,Zm00001eb370920,SD
Zm00001eb104850,Zm00001eb320030,SD
Zm00001eb246000,Zm00001eb183690,SD
Zm00001eb246000,Zm00001eb079670,SD
Zm00001eb397720,Zm00001eb012280,SD
Zm00001eb012280,Zm00001eb062760,SD
Zm00001eb421150,Zm00001eb180900,SD
Zm00001eb278700,Zm00001eb373650,SD
Zm00001eb345410,Zm00001eb297240,SD
Zm00001eb327960,Zm00001eb392330,SD
Zm00001eb282080,Zm00001eb336280,SD
Zm00001eb185240,Zm00001eb247650,SD
Zm00001eb185240,Zm00001eb077220,SD
Zm00001eb279740,Zm00001eb194550,SD
Zm00001eb279740,Zm00001eb254490,SD
Zm00001eb204890,Zm00001eb239050,SD
Zm00001eb190030,Zm00001eb367360,SD
Zm00001eb397700,Zm00001eb012310,SD
Zm00001eb367740,Zm00001eb289500,SD
Zm00001eb344950,Zm00001eb358430,SD
Zm00001eb193280,Zm00001eb256510,SD
Zm00001eb335890,Zm00001eb124370,SD
Zm00001eb360620,Zm00001eb156250,SD
Zm00001eb360620,Zm00001eb342890,SD
Zm00001eb360620,Zm00001eb294910,SD
Zm00001eb057860,Zm00001eb214540,SD
Zm00001eb255460,Zm00001eb193930,SD
Zm00001eb255460,Zm00001eb279320,SD
Zm00001eb373520,Zm00001eb278870,SD
Zm00001eb373520,Zm00001eb256420,SD
Zm00001eb199530,Zm00001eb101700,SD
Zm00001eb199530,Zm00001eb316310,SD
Zm00001eb238620,Zm00001eb204540,SD
Zm00001eb193930,Zm00001eb279320,SD
Zm00001eb228090,Zm00001eb272300,SD
Zm00001eb431890,Zm00001eb068950,SD
Zm00001eb203470,Zm00001eb237380,SD
Zm00001eb248990,Zm00001eb427720,SD
Zm00001eb248990,Zm00001eb075200,SD
Zm00001eb325080,Zm00001eb107400,SD
Zm00001eb076880,Zm00001eb426920,SD
Zm00001eb076880,Zm00001eb185390,SD
Zm00001eb076880,Zm00001eb248060,SD
Zm00001eb163150,Zm00001eb094320,SD
Zm00001eb195860,Zm00001eb093590,SD
Zm00001eb401630,Zm00001eb027970,SD
Zm00001eb225570,Zm00001eb273540,SD
Zm00001eb216660,Zm00001eb054420,SD
Zm00001eb148950,Zm00001eb368340,SD
Zm00001eb148950,Zm00001eb351740,SD
Zm00001eb148950,Zm00001eb289960,SD
Zm00001eb254390,Zm00001eb194640,SD
Zm00001eb254390,Zm00001eb372180,SD
Zm00001eb368340,Zm00001eb351740,SD
Zm00001eb368340,Zm00001eb289960,SD
Zm00001eb317930,Zm00001eb036950,SD
Zm00001eb314240,Zm00001eb040400,SD
Zm00001eb395790,Zm00001eb015060,SD
Zm00001eb074460,Zm00001eb429450,SD
Zm00001eb074460,Zm00001eb186770,SD
Zm00001eb074460,Zm00001eb249840,SD
Zm00001eb029390,Zm00001eb136350,SD
Zm00001eb197020,Zm00001eb406750,SD
Zm00001eb024200,Zm00001eb390660,SD
Zm00001eb172450,Zm00001eb415760,SD
Zm00001eb028400,Zm00001eb137000,SD
Zm00001eb152940,Zm00001eb370810,SD
Zm00001eb425450,Zm00001eb078950,SD
Zm00001eb433650,Zm00001eb066350,SD
Zm00001eb143180,Zm00001eb364390,SD
Zm00001eb143180,Zm00001eb036550,SD
Zm00001eb353320,Zm00001eb293840,SD
Zm00001eb426920,Zm00001eb185390,SD
Zm00001eb426920,Zm00001eb248060,SD
Zm00001eb429450,Zm00001eb186770,SD
Zm00001eb429450,Zm00001eb249840,SD
Zm00001eb424990,Zm00001eb079470,SD
Zm00001eb189070,Zm00001eb253180,SD
Zm00001eb189400,Zm00001eb252890,SD
Zm00001eb347680,Zm00001eb289500,SD
Zm00001eb406750,Zm00001eb164150,SD
Zm00001eb334630,Zm00001eb126150,SD
Zm00001eb003350,Zm00001eb402830,SD
Zm00001eb326620,Zm00001eb108400,SD
Zm00001eb344930,Zm00001eb358440,SD
Zm00001eb040760,Zm00001eb313740,SD
Zm00001eb179120,Zm00001eb311780,SD
Zm00001eb179120,Zm00001eb099000,SD
Zm00001eb000500,Zm00001eb022970,SD
Zm00001eb209880,Zm00001eb229400,SD
Zm00001eb265830,Zm00001eb355370,SD
Zm00001eb012000,Zm00001eb397860,SD
Zm00001eb188550,Zm00001eb252260,SD
Zm00001eb009100,Zm00001eb399850,SD
Zm00001eb301430,Zm00001eb116920,SD
Zm00001eb149130,Zm00001eb351910,SD
Zm00001eb221130,Zm00001eb044810,SD
Zm00001eb160160,Zm00001eb357200,SD
Zm00001eb096340,Zm00001eb306850,SD
Zm00001eb058860,Zm00001eb213830,SD
Zm00001eb028680,Zm00001eb136840,SD
Zm00001eb153830,Zm00001eb293530,SD
Zm00001eb186770,Zm00001eb249840,SD
Zm00001eb240400,Zm00001eb205450,SD
Zm00001eb208020,Zm00001eb232340,SD
Zm00001eb208020,Zm00001eb226660,SD
Zm00001eb161170,Zm00001eb357620,SD
Zm00001eb430330,Zm00001eb071810,SD
Zm00001eb247720,Zm00001eb221620,SD
Zm00001eb339240,Zm00001eb119320,SD
Zm00001eb196060,Zm00001eb093460,SD
Zm00001eb182820,Zm00001eb081200,SD
Zm00001eb244770,Zm00001eb081200,SD
Zm00001eb174080,Zm00001eb260490,SD
Zm00001eb186000,Zm00001eb248650,SD
Zm00001eb254490,Zm00001eb194550,SD
Zm00001eb024330,Zm00001eb390330,SD
Zm00001eb427720,Zm00001eb075200,SD
Zm00001eb095770,Zm00001eb307540,SD
Zm00001eb272510,Zm00001eb227790,SD
Zm00001eb103030,Zm00001eb318770,SD
Zm00001eb000760,Zm00001eb404200,SD
Zm00001eb205070,Zm00001eb239890,SD
Zm00001eb153530,Zm00001eb371090,SD
Zm00001eb426300,Zm00001eb247390,SD
Zm00001eb426300,Zm00001eb184920,SD
Zm00001eb117070,Zm00001eb301020,SD
Zm00001eb152560,Zm00001eb292780,SD
Zm00001eb077230,Zm00001eb247650,SD
Zm00001eb222260,Zm00001eb003460,SD
Zm00001eb079950,Zm00001eb424710,SD
Zm00001eb292590,Zm00001eb152090,SD
Zm00001eb420920,Zm00001eb241620,SD
Zm00001eb176380,Zm00001eb314520,SD
Zm00001eb403260,Zm00001eb004420,SD
Zm00001eb277450,Zm00001eb384370,SD
Zm00001eb277450,Zm00001eb205010,SD
Zm00001eb159400,Zm00001eb358690,SD
Zm00001eb117810,Zm00001eb058940,SD
Zm00001eb160590,Zm00001eb357310,SD
Zm00001eb099520,Zm00001eb312740,SD
Zm00001eb045420,Zm00001eb221310,SD
Zm00001eb159780,Zm00001eb358290,SD
Zm00001eb257480,Zm00001eb374360,SD
Zm00001eb029660,Zm00001eb136220,SD
Zm00001eb354720,Zm00001eb417230,SD
Zm00001eb316410,Zm00001eb101750,SD
Zm00001eb316410,Zm00001eb199590,SD
Zm00001eb294910,Zm00001eb342890,SD
Zm00001eb294910,Zm00001eb156250,SD
Zm00001eb269520,Zm00001eb378430,SD
Zm00001eb136450,Zm00001eb029250,SD
Zm00001eb338010,Zm00001eb120600,SD
Zm00001eb199590,Zm00001eb101750,SD
Zm00001eb199590,Zm00001eb034130,SD
Zm00001eb311590,Zm00001eb178990,SD
Zm00001eb407800,Zm00001eb200870,SD
Zm00001eb376990,Zm00001eb270640,SD
Zm00001eb299200,Zm00001eb213930,SD
Zm00001eb299200,Zm00001eb058740,SD
Zm00001eb368740,Zm00001eb149420,SD
Zm00001eb368740,Zm00001eb290550,SD
Zm00001eb334440,Zm00001eb126400,SD
Zm00001eb064770,Zm00001eb210600,SD
Zm00001eb358270,Zm00001eb162140,SD
Zm00001eb073510,Zm00001eb250590,SD
Zm00001eb073510,Zm00001eb428590,SD
Zm00001eb196590,Zm00001eb404990,SD
Zm00001eb430940,Zm00001eb070720,SD
Zm00001eb119890,Zm00001eb338590,SD
Zm00001eb419620,Zm00001eb087670,SD
Zm00001eb363830,Zm00001eb142610,SD
Zm00001eb247390,Zm00001eb184920,SD
Zm00001eb397350,Zm00001eb012790,SD
Zm00001eb397350,Zm00001eb148670,SD
Zm00001eb114030,Zm00001eb201880,SD
Zm00001eb160250,Zm00001eb357110,SD
Zm00001eb289020,Zm00001eb147390,SD
Zm00001eb198960,Zm00001eb319590,SD
Zm00001eb126640,Zm00001eb334320,SD
Zm00001eb067960,Zm00001eb432420,SD
Zm00001eb199820,Zm00001eb034750,SD
Zm00001eb006950,Zm00001eb401310,SD
Zm00001eb273870,Zm00001eb224710,SD
Zm00001eb054960,Zm00001eb216290,SD
Zm00001eb127090,Zm00001eb334100,SD
Zm00001eb256270,Zm00001eb193380,SD
Zm00001eb103470,Zm00001eb319550,SD
Zm00001eb424550,Zm00001eb080270,SD
Zm00001eb004420,Zm00001eb057150,SD
Zm00001eb037050,Zm00001eb198180,SD
Zm00001eb163310,Zm00001eb094050,SD
Zm00001eb250590,Zm00001eb428590,SD
Zm00001eb149420,Zm00001eb290550,SD
Zm00001eb012790,Zm00001eb148670,SD
Zm00001eb396300,Zm00001eb014470,SD
Zm00001eb037500,Zm00001eb198540,SD
Zm00001eb143710,Zm00001eb365020,SD
Zm00001eb256420,Zm00001eb278870,SD
Zm00001eb335860,Zm00001eb124430,SD
Zm00001eb131530,Zm00001eb410220,SD
Zm00001eb191270,Zm00001eb259060,SD
Zm00001eb244500,Zm00001eb423510,SD
Zm00001eb244500,Zm00001eb081510,SD
Zm00001eb045640,Zm00001eb221620,SD
Zm00001eb398630,Zm00001eb010600,SD
Zm00001eb360520,Zm00001eb156480,SD
Zm00001eb339300,Zm00001eb119170,SD
Zm00001eb115370,Zm00001eb166150,SD
Zm00001eb367830,Zm00001eb148100,SD
Zm00001eb156250,Zm00001eb342890,SD
Zm00001eb403880,Zm00001eb001460,SD
Zm00001eb232490,Zm00001eb273360,SD
Zm00001eb220140,Zm00001eb043470,SD
Zm00001eb431290,Zm00001eb070190,SD
Zm00001eb431290,Zm00001eb413270,SD
Zm00001eb357920,Zm00001eb161710,SD
Zm00001eb399830,Zm00001eb009140,SD
Zm00001eb370810,Zm00001eb292830,SD
Zm00001eb009310,Zm00001eb399610,SD
Zm00001eb070190,Zm00001eb413270,SD
Zm00001eb153840,Zm00001eb371240,SD
Zm00001eb084730,Zm00001eb421500,SD
Zm00001eb395300,Zm00001eb015700,SD
Zm00001eb395300,Zm00001eb330830,SD
Zm00001eb091940,Zm00001eb202550,SD
Zm00001eb091940,Zm00001eb139350,SD
Zm00001eb289960,Zm00001eb351740,SD
Zm00001eb202550,Zm00001eb139350,SD
Zm00001eb202550,Zm00001eb407590,SD
Zm00001eb202550,Zm00001eb040510,SD
Zm00001eb236640,Zm00001eb206220,SD
Zm00001eb053750,Zm00001eb217010,SD
Zm00001eb125880,Zm00001eb334770,SD
Zm00001eb420580,Zm00001eb241150,SD
Zm00001eb082150,Zm00001eb243930,SD
Zm00001eb162110,Zm00001eb358210,SD
Zm00001eb196100,Zm00001eb163530,SD
Zm00001eb196100,Zm00001eb111760,SD
Zm00001eb011300,Zm00001eb398230,SD
Zm00001eb163520,Zm00001eb405240,SD
Zm00001eb124840,Zm00001eb335510,SD
Zm00001eb214860,Zm00001eb057260,SD
Zm00001eb247610,Zm00001eb077240,SD
Zm00001eb352310,Zm00001eb291310,SD
Zm00001eb093670,Zm00001eb195650,SD
Zm00001eb033050,Zm00001eb134100,SD
Zm00001eb118140,Zm00001eb298660,SD
